"batch","id","userAgent","OS","Browser","isMobile","studyCondition","firstCondition","seqAirline","errorStates","seqStates","focusState","focusAirline","secondCondition","errorAirline","approx_airline_howManyCompare_0_answer","approx_airline_howManyCompare_0_data","approx_airline_howManyCompare_0_approx","approx_airline_howManyCompare_0_confidence","approx_airline_howMany_answer","approx_airline_howMany_approx","approx_airline_howMany_confidence","approx_airline_howManyCompare_1_answer","approx_airline_howManyCompare_1_data","approx_airline_howManyCompare_1_approx","approx_airline_howManyCompare_1_confidence","approx_states_howManyCompare_0_answer","approx_states_howManyCompare_0_data","approx_states_howManyCompare_0_approx","approx_states_howManyCompare_0_confidence","approx_states_howMany_answer","approx_states_howMany_approx","approx_states_howMany_confidence","approx_states_howManyCompare_1_answer","approx_states_howManyCompare_1_data","approx_states_howManyCompare_1_approx","approx_states_howManyCompare_1_confidence","precise_airline_didYouNotice_answer","precise_airline_didYouNotice_true","precise_airline_didYouNotice_confidence","precise_airline_howManyCompare_0_answer","precise_airline_howManyCompare_0_data","precise_airline_howManyCompare_0_approx","precise_airline_howManyCompare_0_precise","precise_airline_howManyCompare_0_confidence","precise_airline_howMany_answer","precise_airline_howMany_approx","precise_airline_howMany_precise","precise_airline_howMany_confidence","precise_airline_SelectAll_confidence","precise_airline_SelectAll_answer","precise_airline_SelectAll_approx","precise_airline_SelectAll_precise","precise_airline_SelectAll_jaccard_answer_precise","precise_airline_SelectAll_jaccard_approx_precise","precise_airline_SelectAll_jaccard_approx_answer","precise_airline_howManyCompare_1_answer","precise_airline_howManyCompare_1_data","precise_airline_howManyCompare_1_approx","precise_airline_howManyCompare_1_precise","precise_airline_howManyCompare_1_confidence","precise_airline_howManyCompare_2_answer","precise_airline_howManyCompare_2_data","precise_airline_howManyCompare_2_approx","precise_airline_howManyCompare_2_precise","precise_airline_howManyCompare_2_confidence","precise_states_didYouNotice_answer","precise_states_didYouNotice_true","precise_states_didYouNotice_confidence","precise_states_howMany_answer","precise_states_howMany_approx","precise_states_howMany_precise","precise_states_howMany_confidence","precise_states_howManyCompare_0_answer","precise_states_howManyCompare_0_data","precise_states_howManyCompare_0_approx","precise_states_howManyCompare_0_precise","precise_states_howManyCompare_0_confidence","precise_states_howManyCompare_1_answer","precise_states_howManyCompare_1_data","precise_states_howManyCompare_1_approx","precise_states_howManyCompare_1_precise","precise_states_howManyCompare_1_confidence","precise_states_howManyCompare_2_answer","precise_states_howManyCompare_2_data","precise_states_howManyCompare_2_approx","precise_states_howManyCompare_2_precise","precise_states_howManyCompare_2_confidence","precise_states_SelectAll_confidence","precise_states_SelectAll_answer","precise_states_SelectAll_approx","precise_states_SelectAll_precise","precise_states_SelectAll_jaccard_answer_precise","precise_states_SelectAll_jaccard_approx_precise","precise_states_SelectAll_jaccard_approx_answer","timing_approximate_questions_first_html","timing_approximate_second_html","timing_precise_questions_html","timing_approximate_questions_second_html","timing_precise_instructions_html","timing_demographics_html","timing_precise_first_html","timing_approximate_first_html","timing_instructions_html","timing_index_html","timing_precise_second_html","timing_thanks_html","demographics_problems","demographics_troubles","demographics_improved","demographics_gender","demographics_age","demographics_familiar","demographics_cheat"
"third","7321301","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","difference","states","12","1","1","MA","DL","airline","100","2500","B6","4700","weak_disagree","5000","5000","agree","3300","EV","1600","strong_agree","1400","PR","950","disagree","3500","3928","agree","-1500","FL","4986","agree","True","True","agree","200","AA","5300","4088","strong_disagree","2800","5000","5163","weak_agree","strong_agree","""UA,AA,DL,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.7142857142857143","0.8571428571428571","0.8333333333333334","1200","UA","800","583","weak_agree","1000","B6","4700","5113","agree","True","False","strong_agree","3400","3928","3928","weak_agree","3500","CA","1887","1887","disagree","2000","PR","950","950","agree","200","VA","961","961","strong_disagree","agree","""VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.7142857142857143","1.0","0.7142857142857143","25798","13724","111531","25278","3750","28502","31174","22439","12449","5357","19730","1154967","-","no","-","male","28","some","no"
"third","97626871","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 6.3","Chrome/54","False","onlyNew","airline","11","100","7","MA","DL","states","1000","-1000","EV","4000","weak_agree","5000","5000","agree","-2500","WN","3000","agree","1500","NJ","100","weak_disagree","3600","3600","agree","3000","PR","1300","weak_agree","True","True","agree","2000","AA","2000","4088","weak_disagree","5200","5000","5163","agree","agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","1.0","1.0","500","UA","1000","583","strong_disagree","3000","VX","1000","153","strong_disagree","True","True","weak_agree","3700","3600","3928","strong_agree","2000","NJ","100","327","disagree","1000","CA","1700","1887","neutral","-500","FL","5700","4986","weak_agree","agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","27179","23435","164922","33898","3271","22705","20725","112118","7619","7220","14925","15627","None","no","The study was very straightforward and easy to follow","male","21","expert","no"
"third","29089701","Mozilla/5.0 (X11; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0","Linux x86_64; rv:50.0","Firefox/50","False","both","states","2","500","13","NY","DL","airline","200","2000","AA","4600","weak_agree","5800","5800","agree","4000","WN","2000","strong_agree","1000","MA","4000","weak_disagree","5500","5500","strong_agree","4000","NJ","500","weak_agree","True","True","strong_agree","3000","UA","600","583","weak_disagree","5000","5800","5163","agree","weak_disagree","""UA,AA,VX,DL,WN,EV""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","0.8571428571428571","0.7142857142857143","1000","B6","5000","5113","weak_disagree","3000","EV","1200","1998","weak_disagree","True","True","strong_agree","5000","5500","5085","weak_agree","3000","CA","1500","1887","weak_agree","4000","PR","1000","950","weak_agree","2000","FL","3500","4986","weak_agree","weak_disagree","""CA,FL,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.8571428571428571","1.0","0.8571428571428571","23446","14977","194955","41792","6553","22523","25830","28346","28123","4081","27441","12584","No.","no","No.","male","30","familiar","no"
"third","76395409","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; rv:11.0) like Gecko","Windows NT 6.1","Trident/7.0","False","both","states","14","200","20","MA","B6","airline","200","4200","VX","200","agree","5100","5200","agree","2700","EV","2600","agree","500","NY","4400","strong_agree","4500","4600","agree","3000","CA","1800","agree","True","True","weak_agree","-250","DL","5600","5163","weak_disagree","5000","5200","5113","agree","weak_agree","""UA,AA,VX,DL,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","4700","UA","200","583","weak_agree","4000","VX","200","153","agree","True","True","agree","4900","4600","3928","strong_agree","2000","CA","1800","1887","weak_agree","-1000","FL","6000","4986","agree","3000","VA","600","961","agree","agree","""CA,FL,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.8571428571428571","1.0","0.8571428571428571","51611","17793","329370","74163","5518","34005","39011","25083","3866","8495","84788","5408","No","no","No","female","37","familiar","yes"
"third","9782123","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","onlyNew","airline","7","100","12","MA","B6","states","100","2000","VX","100","weak_disagree","5800","5800","weak_agree","3000","EV","1500","weak_agree","200","NJ","400","agree","5200","5300","strong_agree","2000","VA","800","weak_disagree","True","True","strong_agree","1500","DL","4700","5163","neutral","5100","5800","5113","strong_agree","weak_agree","""UA,VX,DL,WN,EV,OO,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.75","1.0","0.75","1000","VX","100","153","weak_agree","-100","WN","2800","2155","unknown","True","True","strong_agree","4000","5300","3928","agree","3900","NJ","400","327","agree","-200","NY","4900","5085","weak_agree","3500","PR","600","950","weak_agree","weak_agree","""CA,FL,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.8571428571428571","1.0","0.8571428571428571","27780","106682","100988","16657","23842","21262","20273","68082","78085","3249","17243","10516","No Problems","no","No suggestions","male","30","some","no"
"third","28428523","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","difference","states","3","500","16","FL","B6","airline","100","5000","AA","4900","strong_disagree","18200","4300","strong_agree","6000","DL","5100","strong_disagree","1000","MA","4000","strong_agree","5000","5000","strong_agree","4000","PR","1000","strong_agree","True","True","agree","1000","AA","4900","4088","agree","5000","4300","5113","agree","strong_agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","1.0","1.0","3800","VX","400","153","agree","2000","EV","2200","1998","agree","True","True","agree","4600","5000","4986","agree","4000","NJ","500","327","agree","2600","CA","2000","1887","agree","3800","VA","1000","961","agree","strong_agree","""CA,FL,VA,MA,PR,NJ""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.8571428571428571","1.0","0.8571428571428571","45880","17408","195067","184615","5319","35786","15381","22610","52853","5174","20541","16204","none","no","none","male","31","none","no"
"third","29657674","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","difference","states","7","1","1","FL","B6","airline","1000","-1000","DL","4000","neutral","3000","3000","agree","0","EV","3000","weak_agree","-100","NY","5085","neutral","4800","4986","agree","4000","VA","961","weak_disagree","True","True","strong_agree","1000","DL","4000","5163","strong_disagree","5000","3000","5113","agree","agree","""UA,AA,VX,DL,WN,EV,B6""","""WN,AA,DL,B6,EV""","""UA,AA,VX,DL,EV,B6,WN""","1.0","0.7142857142857143","0.7142857142857143","0","AA","5000","4088","strong_disagree","2500","EV","3000","1998","disagree","False","False","strong_agree","4900","4986","4986","agree","-100","NY","5085","5085","neutral","1000","CA","1887","1887","strong_disagree","3900","MA","3928","3928","weak_agree","agree","""CA,FL,VA,MA,NY,NJ""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.8571428571428571","1.0","0.8571428571428571","33223","35016","95854","25401","5994","138049","50695","34951","35086","59105","34038","8755","No","no","""Not sure how to improve it, but looking at the second airline chart was very weird and disorienting for me. Maybe it would have been easier if the tick was the old data and the bar chart was the new data.""","male","33","familiar","no"
"third","45694489","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36""","Windows NT 6.1","Chrome/55","False","difference","airline","4","1000","10","FL","AA","states","500","1000","B6","5000","disagree","2500","2500","strong_agree","-1000","EV","1500","disagree","3000","NY","4000","weak_agree","7700","8000","agree","4500","CA","3000","agree","True","True","strong_agree","-1000","DL","5500","5163","weak_disagree","5000","2500","4088","weak_agree","agree","""UA,AA,DL,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.7142857142857143","0.8571428571428571","0.8333333333333334","-1500","UA","1000","583","disagree","2000","EV","1500","1998","weak_disagree","True","True","strong_agree","6000","8000","4986","weak_agree","-1000","NY","4000","5085","weak_agree","2000","CA","3000","1887","disagree","3000","MA","3000","3928","weak_disagree","agree","""CA,FL,MA,NY,PR""","""CA,FL,MA,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.7142857142857143","0.5714285714285714","0.8","62842","46833","181839","38102","22571","62522","96185","60316","172982","44786","45099","33973","""No, not at all.""","no","Very well-designed study. Great!","male","24","familiar","no"
"third","79273300","""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 6.3","Chrome/54","False","onlyNew","airline","1","1000","18","MA","AA","states","1","500","VX","153","strong_disagree","4200","4088","agree","300","WN","2155","strong_disagree","1500","PR","1000","strong_disagree","4300","4000","agree","2000","NY","2000","strong_disagree","True","False","weak_agree","2200","DL","5163","5163","weak_agree","4100","4088","4088","unknown","weak_agree","""UA,AA,AS,DL,VX,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.75","1.0","0.75","3000","B6","5113","5113","weak_agree","3500","EV","1998","1998","disagree","True","True","agree","4100","4000","3928","agree","-3000","NY","2000","5085","disagree","500","CA","2000","1887","weak_agree","300","FL","8000","4986","weak_disagree","weak_disagree","""CA,FL,TX,MA,NY,PR""","""CA,FL,VA,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.625","0.8571428571428571","0.7142857142857143","33897","24353","112306","23154","5319","19017","17823","42965","1187","511301","11370","14835","-","no","-","female","39","expert","no"
"third","43548417","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36""","Windows NT 10.0","Chrome/55","False","difference","states","14","100","18","MA","B6","airline","1000","6000","DL","1000","weak_agree","7750","8000","agree","3000","WN","5000","agree","4000","NJ","400","weak_agree","4700","3700","agree","3000","CA","1900","weak_agree","True","True","strong_agree","4500","DL","1000","5163","neutral","5000","8000","5113","weak_agree","neutral","""UA,AA,DL,B6,WN""","""AA,DL,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.7142857142857143","0.5714285714285714","0.8","2000","AA","5000","4088","weak_disagree","3000","WN","5000","2155","neutral","True","True","strong_agree","5000","3700","3928","agree","2000","NY","4800","5085","neutral","1000","CA","1900","1887","neutral","3500","VA","1100","961","weak_agree","weak_agree","""CA,VA,MA,NY,NJ""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.7142857142857143","1.0","0.7142857142857143","28320","15911","98199","27766","7876","41816","36456","14502","","","19665","12410","none","no","""none that I can think of,""","male","30","familiar","no"
"third","79544988","""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 6.1","Chrome/54","False","both","airline","15","200","14","MA","B6","states","100","2000","WN","2300","disagree","5500","5700","agree","4000","UA","300","neutral","-1500","NY","5600","neutral","3200","3200","weak_disagree","1000","CA","2400","neutral","True","True","strong_agree","1000","AA","3600","4088","neutral","5100","5700","5113","agree","weak_agree","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","1500","UA","300","583","neutral","2000","WN","2300","2155","strong_disagree","True","True","strong_agree","3000","3200","3928","weak_disagree","1000","NJ","200","327","neutral","-1000","NY","5600","5085","neutral","1500","FL","4800","4986","disagree","weak_disagree","""CA,FL,MA,GA,NY""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.5","1.0","0.5","45523","28025","526711","48037","8591","28670","39139","48825","7104","5109","11539","29816","none","no","-","female","42","some","no"
"third","20505415","""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36""","Windows NT 6.1","Chrome/55","False","difference","states","10","200","10","FL","B6","airline","1000","1000","AA","4000","weak_agree","5000","5000","weak_agree","2000","DL","3000","weak_agree","5400","NJ","600","strong_agree","5900","5800","strong_agree","4900","VA","1000","strong_agree","True","True","strong_agree","-500","DL","3000","5163","weak_agree","5000","5000","5113","agree","strong_agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","0.8571428571428571","0.8571428571428571","1000","AA","4000","4088","weak_agree","3000","EV","1000","1998","agree","True","True","strong_agree","5000","5800","4986","weak_agree","5000","NJ","600","327","weak_agree","2000","MA","3200","3928","weak_disagree","3000","VA","1000","961","weak_disagree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","32230","35547","260820","34160","6521","","72803","34589","5876","5072","22359","6036","","","","male","","",""
"third","88825154","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0","Windows NT 10.0","Firefox/50","False","onlyNew","airline","11","500","2","NY","AA","states","100","-200","DL","4600","strong_agree","4400","4400","strong_agree","1500","UA","500","disagree","5000","CA","500","strong_agree","5500","6000","weak_agree","4500","VA","1000","strong_agree","True","True","strong_agree","4500","UA","500","583","neutral","5100","4400","4088","agree","agree","""UA,AA,VX,DL,WN,EV""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","5000","VX","200","153","agree","1000","WN","1700","2155","neutral","True","True","strong_agree","5100","6000","5085","agree","4000","NJ","1000","327","weak_agree","250","MA","5500","3928","agree","4000","VA","1000","961","weak_agree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","65468","42450","135340","29569","9159","36338","37396","47501","42386","2532","20983","2005","No problems","no","""No suggestions, seems like a good study.""","male","52","some","no"
"third","21045111","""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 6.1","Chrome/54","False","difference","states","5","200","4","NY","AA","airline","1000","5000","EV","1000","agree","6000","6000","strong_agree","4000","WN","2000","weak_agree","500","MA","4600","agree","5000","5000","strong_agree","1000","PR","1200","weak_disagree","True","True","agree","2000","UA","2000","583","disagree","6000","6000","4088","agree","agree","""UA,AA,DL,EV,B6,WN""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","0.8571428571428571","1.0","5000","EV","1000","1998","weak_agree","4000","WN","2000","2155","agree","True","True","strong_agree","4900","5000","5085","strong_agree","2000","NJ","400","327","strong_disagree","500","MA","4600","3928","weak_disagree","3000","PR","1200","950","weak_agree","agree","""FL,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.7142857142857143","1.0","0.7142857142857143","33951","28029","141116","34998","6848","26698","44922","37867","17805","9493","27189","8711","-","no","-","male","30","some","no"
"third","57315921","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","difference","airline","20","200","10","MA","DL","states","200","-1600","B6","6000","weak_agree","4400","4400","agree","2200","WN","2200","agree","2400","PR","800","agree","3200","3200","strong_agree","2200","VA","1000","agree","True","True","strong_agree","1100","AA","4600","4088","weak_agree","5200","4400","5163","agree","strong_agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","0.8571428571428571","0.8571428571428571","4700","UA","600","583","agree","100","B6","6000","5113","weak_agree","True","True","strong_agree","4900","3200","3928","strong_agree","-200","NY","4200","5085","agree","-100","FL","5800","4986","agree","3920","VA","1000","961","weak_agree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","87681","92293","248805","55469","10786","27687","132839","80463","47003","12481","77270","32863","No","no","No","female","43","some","yes"
"third","71996586","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","both","airline","14","500","8","MA","AA","states","200","1500","B6","5200","strong_disagree","3750","3600","strong_agree","1000","WN","1800","strong_disagree","0","FL","7000","strong_agree","3500","3500","strong_agree","1000","VA","1000","strong_disagree","True","True","strong_agree","2000","VX","200","153","disagree","4100","3600","4088","strong_agree","agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","1.0","1.0","0","B6","5200","5113","strong_agree","1500","WN","1800","2155","disagree","True","True","strong_agree","3900","3500","3928","strong_agree","0","NJ","500","327","strong_agree","2000","CA","1500","1887","agree","0","FL","7000","4986","strong_agree","agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","39729","27709","172435","34990","5331","28594","18261","24224","62699","7564","12922","15943","No","no","No it was fine as is.","male","42","some","no"
"third","83205605","""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","both","states","12","1","1","MA","AA","airline","200","1000","B6","4200","weak_agree","4500","4800","weak_agree","2000","EV","2600","weak_agree","-500","NY","5085","weak_agree","4000","3928","weak_agree","2000","VA","961","weak_agree","True","True","strong_agree","-1500","DL","4800","5163","weak_agree","3000","4800","4088","weak_agree","agree","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","-500","UA","200","583","weak_agree","1000","WN","2400","2155","weak_agree","True","False","strong_agree","5000","3928","3928","weak_agree","-500","NY","5085","5085","weak_agree","2000","CA","1887","1887","weak_agree","3000","PR","950","950","weak_agree","neutral","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","71260","21216","128285","36703","5710","30580","32948","11674","44586","35203","13886","267539","no","no","no","male","26","some","no"
"third","61154389","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36""","Mac OS X 10_11","Chrome/54","False","difference","airline","12","1000","7","FL","DL","states","100","100","AA","5300","weak_agree","5000","5000","strong_agree","2000","EV","1600","weak_agree","2000","MA","5000","agree","3000","3000","strong_agree","1000","NY","4000","agree","True","True","strong_agree","2000","UA","800","583","weak_agree","5000","5000","5163","agree","weak_agree","""UA,AA,VX,DL,EV,B6""","""UA,AA,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","0.8571428571428571","0.7142857142857143","200","EV","1600","1998","weak_agree","1000","WN","1900","2155","weak_agree","True","True","agree","5200","3000","4986","weak_agree","1000","CA","2000","1887","disagree","500","MA","5000","3928","disagree","4000","VA","1000","961","weak_agree","weak_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","0.8571428571428571","0.8571428571428571","27929","45758","123567","27663","16718","19554","58770","48701","33403","2440","38892","13159","no","no","no","female","26","familiar","no"
"third","71607423","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36""","Mac OS X 10_12","Chrome/54","False","both","states","1","200","4","NY","DL","airline","1","4500","VX","153","agree","5000","5163","strong_agree","3000","WN","2155","weak_agree","-4000","MA","4600","strong_disagree","5000","5000","strong_disagree","-4500","VA","800","strong_disagree","False","False","weak_agree","500","UA","583","583","weak_disagree","5000","5163","5163","agree","agree","""AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.8571428571428571","1.0","0.8571428571428571","4500","VX","153","153","agree","3000","EV","1998","1998","weak_agree","True","True","weak_agree","5000","5000","5085","weak_agree","2000","CA","2000","1887","weak_agree","300","MA","4600","3928","weak_agree","4000","VA","800","961","weak_agree","agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","39985","15086","86970","29089","3899","26065","20306","17349","10667","5195","12148","20278","-","no","-","male","26","some","no"
"third","77642132","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36""","Windows NT 10.0","Chrome/54","False","onlyNew","states","11","100","15","MA","DL","airline","1000","2000","B6","3000","weak_agree","5000","5000","strong_agree","2000","WN","3000","weak_agree","-1200","NY","4800","agree","3000","3000","strong_agree","2000","VA","1000","weak_agree","True","True","strong_agree","1000","AA","2000","4088","weak_agree","5200","5000","5163","agree","strong_agree","""UA,AA,VX,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","1.0","1.0","1.0","3500","EV","4000","1998","agree","3000","WN","3000","2155","agree","True","True","strong_agree","4000","3000","3928","agree","3500","NJ","500","327","agree","3000","PR","1200","950","agree","-2500","FL","5400","4986","agree","strong_agree","""CA,FL,VA,MA,NY,NJ,PR""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","1.0","1.0","1.0","48971","56220","210508","51924","7002","78718","56978","50678","27933","24997","38721","69782","No problems.","no","Nothing comes to mind. ","male","40","some","no"
"third","62759895","Mozilla/5.0 (Windows NT 10.0; rv:50.0) Gecko/20100101 Firefox/50.0","Windows NT 10.0","Firefox/50","False","both","states","1","1","1","NY","AA","airline","1","500","DL","5163","strong_disagree","4100","4088","strong_agree","2000","WN","2155","strong_disagree","2500","PR","950","strong_disagree","5050","5085","strong_agree","2000","CA","1887","strong_disagree","False","False","strong_agree","2000","UA","583","583","strong_disagree","4100","4088","4088","agree","strong_disagree","""UA,AA,AS,DL,WN,EV,B6""","""UA,AA,VX,DL,EV,B6,WN""","""UA,AA,VX,DL,EV,B6,WN""","0.75","1.0","0.75","500","EV","1998","1998","strong_disagree","500","WN","2155","2155","strong_disagree","False","False","strong_agree","5050","5085","5085","weak_agree","2500","NJ","327","327","strong_disagree","500","CA","1887","1887","strong_disagree","2000","FL","4986","4986","strong_disagree","strong_disagree","""CA,IL,TX,MA,PR,NY""","""CA,FL,VA,MA,PR,NJ,NY""","""CA,FL,VA,MA,PR,NJ,NY""","0.4444444444444444","1.0","0.4444444444444444","32049","23278","83924","20267","6149","21183","174680","29032","33334","30891","12445","12275","no","no","no","male","31","familiar","no"
